loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-01495,5950.0,2023-11-05,cash,Loan Repayment,PMT-01790
JUTEM-01496,3600.0,2023-11-20,cash,Loan Repayment,PMT-01791
JUTEM-01497,3000.0,2023-11-20,cash,Loan Repayment,PMT-01792
JUTEM-01498,58123.45,2024-08-15,cash,Loan Repayment,PMT-01793
JUTEM-01499,12000.0,2022-12-22,cash,Loan Repayment,PMT-01794
JUTEM-01499,12000.0,2023-01-22,cash,Loan Repayment,PMT-01795
JUTEM-01499,12000.0,2023-02-22,cash,Loan Repayment,PMT-01796
JUTEM-01499,12000.0,2023-04-22,cash,Loan Repayment,PMT-01797
JUTEM-01499,12000.0,2023-06-22,cash,Loan Repayment,PMT-01798
JUTEM-01500,13200.0,2023-03-22,cash,Loan Repayment,PMT-01799
JUTEM-01501,14280.0,2023-10-22,cash,Loan Repayment,PMT-01800
JUTEM-01502,14280.0,2023-11-24,cash,Loan Repayment,PMT-01801
JUTEM-01503,2500.0,2021-10-08,cash,Loan Repayment,PMT-01802
JUTEM-01504,6250.0,2021-11-26,cash,Loan Repayment,PMT-01803
JUTEM-01505,2140.0,2022-09-11,cash,Loan Repayment,PMT-01804
JUTEM-01506,1875.0,2022-11-06,cash,Loan Repayment,PMT-01805
JUTEM-01507,135000.0,2022-05-27,cash,Loan Repayment,PMT-01806
JUTEM-01507,135000.0,2022-06-27,cash,Loan Repayment,PMT-01807
JUTEM-01508,270000.0,2023-05-27,cash,Loan Repayment,PMT-01808
JUTEM-01508,270000.0,2023-06-27,cash,Loan Repayment,PMT-01809
JUTEM-01509,6250.0,2021-09-26,cash,Loan Repayment,PMT-01810
JUTEM-01511,31500.0,2024-07-04,cash,Loan Repayment,PMT-01811
JUTEM-01512,183600.0,2024-11-17,cash,Loan Repayment,PMT-01812
JUTEM-01513,284000.0,2025-02-02,cash,Loan Repayment,PMT-01813
JUTEM-01514,190400.0,2025-02-28,cash,Loan Repayment,PMT-01814
JUTEM-01515,5900.0,2025-04-22,cash,Loan Repayment,PMT-01815
JUTEM-01516,24000.0,2025-01-24,cash,Loan Repayment,PMT-01816
JUTEM-01517,150000.0,2025-02-28,cash,Loan Repayment,PMT-01817
JUTEM-01518,44000.0,2022-08-05,cash,Loan Repayment,PMT-01818
JUTEM-01519,59000.0,2024-12-06,cash,Loan Repayment,PMT-01819
JUTEM-01520,6250.0,2022-04-24,cash,Loan Repayment,PMT-01820
JUTEM-01521,12000.0,2022-04-21,cash,Loan Repayment,PMT-01821
JUTEM-01522,6000.0,2022-08-22,cash,Loan Repayment,PMT-01822
JUTEM-01523,3750.0,2023-12-13,cash,Loan Repayment,PMT-01823
JUTEM-01524,12200.0,2023-11-03,cash,Loan Repayment,PMT-01824
JUTEM-01525,12100.0,2025-03-26,cash,Loan Repayment,PMT-01825
JUTEM-01526,25000.0,2026-02-02,cash,Loan Repayment,PMT-01826
JUTEM-01527,29125.0,2026-02-02,cash,Loan Repayment,PMT-01827
JUTEM-01528,20400.0,2025-12-02,cash,Loan Repayment,PMT-01828
JUTEM-01529,35100.0,2025-12-02,cash,Loan Repayment,PMT-01829
JUTEM-01530,81250.0,2026-01-02,cash,Loan Repayment,PMT-01830
JUTEM-01531,8050.0,2026-02-02,cash,Loan Repayment,PMT-01831
JUTEM-01532,15730.0,2025-04-26,cash,Loan Repayment,PMT-01832
JUTEM-01533,3660.0,2025-01-24,cash,Loan Repayment,PMT-01833
JUTEM-01534,22550.0,2023-01-10,cash,Loan Repayment,PMT-01834
JUTEM-01535,12200.0,2023-12-03,cash,Loan Repayment,PMT-01835
JUTEM-01536,66000.0,2023-10-28,cash,Loan Repayment,PMT-01836
JUTEM-01537,60000.0,2025-04-29,cash,Loan Repayment,PMT-01837
JUTEM-01538,55000.0,2025-05-14,cash,Loan Repayment,PMT-01838
JUTEM-01539,29750.0,2025-08-27,cash,Loan Repayment,PMT-01839
JUTEM-01540,28840.0,2025-09-27,cash,Loan Repayment,PMT-01840
JUTEM-01541,26700.8,2025-10-27,cash,Loan Repayment,PMT-01841
JUTEM-01542,30000.0,2025-06-27,cash,Loan Repayment,PMT-01842
JUTEM-01542,30000.0,2025-07-27,cash,Loan Repayment,PMT-01843
JUTEM-01544,19950.0,2023-08-20,cash,Loan Repayment,PMT-01844
JUTEM-01544,19950.0,2023-09-20,cash,Loan Repayment,PMT-01845
JUTEM-01545,26600.0,2023-10-24,cash,Loan Repayment,PMT-01846
JUTEM-01546,15000.0,2024-02-24,cash,Loan Repayment,PMT-01847
JUTEM-01546,25000.5,2024-03-24,cash,Loan Repayment,PMT-01848
JUTEM-01547,18000.0,2024-04-28,cash,Loan Repayment,PMT-01849
JUTEM-01548,18000.0,2024-05-28,cash,Loan Repayment,PMT-01850
JUTEM-01549,18000.0,2024-06-28,cash,Loan Repayment,PMT-01851
JUTEM-01550,18000.0,2024-08-02,cash,Loan Repayment,PMT-01852
JUTEM-01550,18000.0,2024-09-02,cash,Loan Repayment,PMT-01853
JUTEM-01550,18000.0,2024-10-02,cash,Loan Repayment,PMT-01854
JUTEM-01551,22500.0,2024-10-13,cash,Loan Repayment,PMT-01855
JUTEM-01551,22500.0,2024-11-13,cash,Loan Repayment,PMT-01856
JUTEM-01551,22500.0,2024-12-13,cash,Loan Repayment,PMT-01857
JUTEM-01552,12900.0,2025-01-06,cash,Loan Repayment,PMT-01858
JUTEM-01552,12900.0,2025-02-06,cash,Loan Repayment,PMT-01859
JUTEM-01552,13500.0,2025-03-06,cash,Loan Repayment,PMT-01860
JUTEM-01553,24900.0,2025-04-05,cash,Loan Repayment,PMT-01861
JUTEM-01554,69000.0,2025-07-07,cash,Loan Repayment,PMT-01862
JUTEM-01554,69000.0,2025-10-07,cash,Loan Repayment,PMT-01863
JUTEM-01554,69000.0,2026-01-07,cash,Loan Repayment,PMT-01864
JUTEM-01555,38610.0,2025-08-16,cash,Loan Repayment,PMT-01865
JUTEM-01556,114300.0,2025-10-14,cash,Loan Repayment,PMT-01866
JUTEM-01557,27140.0,2026-01-23,cash,Loan Repayment,PMT-01867
JUTEM-01558,1250.0,2021-12-16,cash,Loan Repayment,PMT-01868
JUTEM-01559,2500.0,2021-12-15,cash,Loan Repayment,PMT-01869
JUTEM-01560,3498.3,2022-02-04,cash,Loan Repayment,PMT-01870
JUTEM-01561,1573.75,2022-05-20,cash,Loan Repayment,PMT-01871
JUTEM-01562,3258.96,2022-04-13,cash,Loan Repayment,PMT-01872
JUTEM-01563,3750.0,2022-01-15,cash,Loan Repayment,PMT-01873
JUTEM-01564,3737.5,2022-03-10,cash,Loan Repayment,PMT-01874
JUTEM-01565,4840.0,2025-04-03,cash,Loan Repayment,PMT-01875
JUTEM-01566,6050.0,2025-05-04,cash,Loan Repayment,PMT-01876
JUTEM-01567,6050.0,2025-06-10,cash,Loan Repayment,PMT-01877
JUTEM-01568,4742.15,2025-07-20,cash,Loan Repayment,PMT-01878
JUTEM-01568,4620.0,2025-08-20,cash,Loan Repayment,PMT-01879
JUTEM-01569,4783.0,2025-09-27,cash,Loan Repayment,PMT-01880
JUTEM-01569,4717.0,2025-10-27,cash,Loan Repayment,PMT-01881
JUTEM-01569,4700.0,2025-11-27,cash,Loan Repayment,PMT-01882
JUTEM-01570,3220.0,2026-02-17,cash,Loan Repayment,PMT-01883
JUTEM-01571,27000.0,2023-11-25,cash,Loan Repayment,PMT-01884
JUTEM-01573,36875.0,2022-05-29,cash,Loan Repayment,PMT-01885
JUTEM-01574,35700.0,2025-02-28,cash,Loan Repayment,PMT-01886
JUTEM-01575,37950.0,2025-06-07,cash,Loan Repayment,PMT-01887
JUTEM-01576,48000.0,2025-10-17,cash,Loan Repayment,PMT-01888
JUTEM-01577,11900.0,2025-08-18,cash,Loan Repayment,PMT-01889
JUTEM-01578,30625.0,2025-10-01,cash,Loan Repayment,PMT-01890
JUTEM-01579,10500.0,2025-12-15,cash,Loan Repayment,PMT-01891
JUTEM-01580,23600.0,2026-01-06,cash,Loan Repayment,PMT-01892
JUTEM-01581,22800.0,2026-03-03,cash,Loan Repayment,PMT-01893
JUTEM-01582,7020.0,2026-02-28,cash,Loan Repayment,PMT-01894
JUTEM-01583,6000.0,2025-01-29,cash,Loan Repayment,PMT-01895
JUTEM-01584,11700.0,2025-05-30,cash,Loan Repayment,PMT-01896
JUTEM-01584,11700.0,2025-06-30,cash,Loan Repayment,PMT-01897
JUTEM-01585,13000.0,2025-08-30,cash,Loan Repayment,PMT-01898
JUTEM-01585,13000.0,2025-09-30,cash,Loan Repayment,PMT-01899
JUTEM-01586,14300.0,2025-11-30,cash,Loan Repayment,PMT-01900
JUTEM-01586,14300.0,2025-12-30,cash,Loan Repayment,PMT-01901
JUTEM-01588,5750.0,2025-09-25,cash,Loan Repayment,PMT-01902
JUTEM-01589,2400.0,2025-10-27,cash,Loan Repayment,PMT-01903
JUTEM-01590,6000.0,2025-11-29,cash,Loan Repayment,PMT-01904
JUTEM-01591,6250.0,2021-12-16,cash,Loan Repayment,PMT-01905
JUTEM-01592,12500.0,2022-01-17,cash,Loan Repayment,PMT-01906
JUTEM-01593,15000.0,2022-02-17,cash,Loan Repayment,PMT-01907
JUTEM-01593,15000.0,2022-03-17,cash,Loan Repayment,PMT-01908
JUTEM-01594,6250.0,2022-04-20,cash,Loan Repayment,PMT-01909
JUTEM-01595,3000.0,2024-07-14,cash,Loan Repayment,PMT-01910
JUTEM-01596,1999.95,2024-09-18,cash,Loan Repayment,PMT-01911
JUTEM-01597,3000.0,2024-12-17,cash,Loan Repayment,PMT-01912
JUTEM-01598,3600.0,2025-01-13,cash,Loan Repayment,PMT-01913
JUTEM-01599,4800.0,2025-02-15,cash,Loan Repayment,PMT-01914
JUTEM-01600,1440.0,2025-02-02,cash,Loan Repayment,PMT-01915
JUTEM-01601,6000.0,2025-05-09,cash,Loan Repayment,PMT-01916
JUTEM-01602,25600.0,2025-11-22,cash,Loan Repayment,PMT-01917
JUTEM-01602,25600.0,2025-12-22,cash,Loan Repayment,PMT-01918
JUTEM-01604,34200.0,2025-11-21,cash,Loan Repayment,PMT-01919
JUTEM-01605,46000.0,2025-09-22,cash,Loan Repayment,PMT-01920
JUTEM-01607,3250.0,2022-06-25,cash,Loan Repayment,PMT-01921
JUTEM-01607,3250.0,2022-07-25,cash,Loan Repayment,PMT-01922
JUTEM-01608,6500.0,2023-06-25,cash,Loan Repayment,PMT-01923
JUTEM-01608,6500.0,2023-07-25,cash,Loan Repayment,PMT-01924
JUTEM-01609,2600.0,2023-08-25,cash,Loan Repayment,PMT-01925
JUTEM-01609,2600.0,2023-09-25,cash,Loan Repayment,PMT-01926
JUTEM-01609,2640.0,2023-12-25,cash,Loan Repayment,PMT-01927
JUTEM-01609,2640.0,2024-01-25,cash,Loan Repayment,PMT-01928
JUTEM-01609,2600.0,2024-02-25,cash,Loan Repayment,PMT-01929
JUTEM-01609,2600.0,2024-03-25,cash,Loan Repayment,PMT-01930
JUTEM-01609,2400.0,2024-10-25,cash,Loan Repayment,PMT-01931
JUTEM-01610,1950.0,2023-10-27,cash,Loan Repayment,PMT-01932
JUTEM-01610,1950.0,2023-11-27,cash,Loan Repayment,PMT-01933
JUTEM-01611,7800.0,2023-12-15,cash,Loan Repayment,PMT-01934
JUTEM-01612,8999.8,2024-01-20,cash,Loan Repayment,PMT-01935
JUTEM-01613,2200.0,2024-04-11,cash,Loan Repayment,PMT-01936
JUTEM-01613,2400.0,2024-05-11,cash,Loan Repayment,PMT-01937
JUTEM-01614,2400.0,2024-07-06,cash,Loan Repayment,PMT-01938
JUTEM-01614,2400.0,2024-08-06,cash,Loan Repayment,PMT-01939
JUTEM-01615,7200.0,2024-10-10,cash,Loan Repayment,PMT-01940
JUTEM-01616,8640.0,2024-11-10,cash,Loan Repayment,PMT-01941
JUTEM-01616,8640.0,2024-12-10,cash,Loan Repayment,PMT-01942
JUTEM-01616,8640.0,2025-01-10,cash,Loan Repayment,PMT-01943
JUTEM-01617,10368.0,2025-04-11,cash,Loan Repayment,PMT-01944
JUTEM-01618,5160.0,2025-05-10,cash,Loan Repayment,PMT-01945
JUTEM-01619,3312.0,2025-07-23,cash,Loan Repayment,PMT-01946
JUTEM-01620,3360.02,2025-06-10,cash,Loan Repayment,PMT-01947
JUTEM-01621,2716.6,2025-09-26,cash,Loan Repayment,PMT-01948
JUTEM-01621,2681.92,2025-10-26,cash,Loan Repayment,PMT-01949
JUTEM-01622,2728.02,2025-12-08,cash,Loan Repayment,PMT-01950
JUTEM-01624,4720.0,2022-04-07,cash,Loan Repayment,PMT-01951
JUTEM-01625,6250.0,2022-05-16,cash,Loan Repayment,PMT-01952
JUTEM-01626,3540.0,2022-06-22,cash,Loan Repayment,PMT-01953
JUTEM-01627,135000.0,2024-11-20,cash,Loan Repayment,PMT-01954
JUTEM-01628,120000.0,2025-10-31,cash,Loan Repayment,PMT-01955
JUTEM-01629,240000.0,2025-10-30,cash,Loan Repayment,PMT-01956
JUTEM-01629,235000.0,2025-11-30,cash,Loan Repayment,PMT-01957
JUTEM-01630,54500.0,2025-12-22,cash,Loan Repayment,PMT-01958
JUTEM-01632,24400.0,2022-10-01,cash,Loan Repayment,PMT-01959
JUTEM-01633,7320.0,2022-10-29,cash,Loan Repayment,PMT-01960
JUTEM-01634,12200.0,2024-02-14,cash,Loan Repayment,PMT-01961
JUTEM-01634,12300.0,2024-05-14,cash,Loan Repayment,PMT-01962
JUTEM-01634,12800.0,2024-08-14,cash,Loan Repayment,PMT-01963
JUTEM-01635,30750.0,2024-04-03,cash,Loan Repayment,PMT-01964
JUTEM-01636,12300.0,2024-06-21,cash,Loan Repayment,PMT-01965
JUTEM-01637,12300.0,2024-06-30,cash,Loan Repayment,PMT-01966
JUTEM-01638,24400.0,2024-07-17,cash,Loan Repayment,PMT-01967
JUTEM-01638,24400.0,2024-08-17,cash,Loan Repayment,PMT-01968
JUTEM-01639,36600.0,2024-09-24,cash,Loan Repayment,PMT-01969
JUTEM-01640,35100.0,2025-08-08,cash,Loan Repayment,PMT-01970
JUTEM-01641,35100.0,2025-12-13,cash,Loan Repayment,PMT-01971
JUTEM-01642,24400.0,2023-02-07,cash,Loan Repayment,PMT-01972
JUTEM-01642,23800.0,2025-05-07,cash,Loan Repayment,PMT-01973
JUTEM-01643,24000.0,2024-11-05,cash,Loan Repayment,PMT-01974
JUTEM-01644,36000.0,2024-12-08,cash,Loan Repayment,PMT-01975
JUTEM-01644,36000.0,2025-01-08,cash,Loan Repayment,PMT-01976
JUTEM-01644,36000.0,2025-02-08,cash,Loan Repayment,PMT-01977
JUTEM-01645,26400.0,2025-03-10,cash,Loan Repayment,PMT-01978
JUTEM-01646,26400.0,2025-04-08,cash,Loan Repayment,PMT-01979
JUTEM-01647,29250.0,2025-06-08,cash,Loan Repayment,PMT-01980
JUTEM-01648,10822.5,2025-07-08,cash,Loan Repayment,PMT-01981
JUTEM-01649,35100.0,2025-09-13,cash,Loan Repayment,PMT-01982
JUTEM-01649,35100.0,2025-10-13,cash,Loan Repayment,PMT-01983
JUTEM-01649,35100.0,2025-11-13,cash,Loan Repayment,PMT-01984
JUTEM-01649,36300.0,2026-01-13,cash,Loan Repayment,PMT-01985
JUTEM-01651,18000.0,2024-09-28,cash,Loan Repayment,PMT-01986
JUTEM-01652,23800.0,2024-11-01,cash,Loan Repayment,PMT-01987
JUTEM-01653,23800.0,2024-12-06,cash,Loan Repayment,PMT-01988
JUTEM-01654,11900.0,2025-05-10,cash,Loan Repayment,PMT-01989
JUTEM-01655,6000.0,2023-04-07,cash,Loan Repayment,PMT-01990
JUTEM-01656,4270.0,2022-12-20,cash,Loan Repayment,PMT-01991
JUTEM-01657,6000.0,2024-05-28,cash,Loan Repayment,PMT-01992
JUTEM-01658,6000.0,2024-06-30,cash,Loan Repayment,PMT-01993
JUTEM-01658,6000.0,2024-07-30,cash,Loan Repayment,PMT-01994
JUTEM-01659,7200.0,2025-09-30,cash,Loan Repayment,PMT-01995
JUTEM-01660,6000.0,2025-11-30,cash,Loan Repayment,PMT-01996
JUTEM-01660,6000.0,2025-12-30,cash,Loan Repayment,PMT-01997
JUTEM-01661,3680.0,2026-01-29,cash,Loan Repayment,PMT-01998
JUTEM-01662,6826.66,2026-02-28,cash,Loan Repayment,PMT-01999
JUTEM-01664,5500.0,2024-04-29,cash,Loan Repayment,PMT-02000
JUTEM-01665,11800.0,2024-10-31,cash,Loan Repayment,PMT-02001
JUTEM-01666,21200.0,2024-10-16,cash,Loan Repayment,PMT-02002
JUTEM-01667,32000.0,2024-11-30,cash,Loan Repayment,PMT-02003
JUTEM-01667,32000.0,2024-12-30,cash,Loan Repayment,PMT-02004
JUTEM-01667,32000.0,2025-10-30,cash,Loan Repayment,PMT-02005
JUTEM-01667,32000.0,2025-11-30,cash,Loan Repayment,PMT-02006
JUTEM-01668,32000.0,2025-03-02,cash,Loan Repayment,PMT-02007
JUTEM-01668,32000.0,2025-04-02,cash,Loan Repayment,PMT-02008
JUTEM-01668,32000.0,2025-05-02,cash,Loan Repayment,PMT-02009
JUTEM-01668,32000.0,2025-06-02,cash,Loan Repayment,PMT-02010
JUTEM-01669,55000.0,2025-06-23,cash,Loan Repayment,PMT-02011
JUTEM-01670,23600.0,2025-07-30,cash,Loan Repayment,PMT-02012
JUTEM-01671,64000.0,2025-08-28,cash,Loan Repayment,PMT-02013
JUTEM-01672,176120.0,2025-12-15,cash,Loan Repayment,PMT-02014
JUTEM-01674,11700.0,2022-10-29,cash,Loan Repayment,PMT-02015
JUTEM-01675,4305.0,2024-01-01,cash,Loan Repayment,PMT-02016
JUTEM-01676,4420.0,2024-01-30,cash,Loan Repayment,PMT-02017
JUTEM-01677,4420.0,2024-02-28,cash,Loan Repayment,PMT-02018
JUTEM-01678,23000.0,2021-10-18,cash,Loan Repayment,PMT-02019
JUTEM-01679,13700.0,2022-12-27,cash,Loan Repayment,PMT-02020
JUTEM-01680,10800.0,2023-02-12,cash,Loan Repayment,PMT-02021
JUTEM-01680,10800.0,2023-03-12,cash,Loan Repayment,PMT-02022
JUTEM-01681,6750.0,2023-08-06,cash,Loan Repayment,PMT-02023
JUTEM-01682,9666.67,2023-08-29,cash,Loan Repayment,PMT-02024
JUTEM-01683,9666.67,2023-09-29,cash,Loan Repayment,PMT-02025
JUTEM-01683,9666.67,2023-10-29,cash,Loan Repayment,PMT-02026
JUTEM-01684,6750.0,2023-07-06,cash,Loan Repayment,PMT-02027
JUTEM-01685,35400.0,2026-01-08,cash,Loan Repayment,PMT-02028
JUTEM-01686,7000.0,2022-01-10,cash,Loan Repayment,PMT-02029
JUTEM-01687,2500.0,2022-03-01,cash,Loan Repayment,PMT-02030
JUTEM-01688,56000.0,2025-12-24,cash,Loan Repayment,PMT-02031
JUTEM-01689,28500.0,2026-02-14,cash,Loan Repayment,PMT-02032
JUTEM-01690,2500.0,2021-10-13,cash,Loan Repayment,PMT-02033
JUTEM-01691,3750.0,2021-11-15,cash,Loan Repayment,PMT-02034
JUTEM-01692,3750.0,2021-12-17,cash,Loan Repayment,PMT-02035
JUTEM-01693,3750.0,2022-01-28,cash,Loan Repayment,PMT-02036
JUTEM-01694,168000.0,2023-02-24,cash,Loan Repayment,PMT-02037
JUTEM-01695,3540.0,2025-10-21,cash,Loan Repayment,PMT-02038
JUTEM-01695,3540.0,2025-12-21,cash,Loan Repayment,PMT-02039
JUTEM-01696,4720.0,2025-12-21,cash,Loan Repayment,PMT-02040
JUTEM-01696,4680.0,2026-02-21,cash,Loan Repayment,PMT-02041
JUTEM-01697,2240.0,2025-05-26,cash,Loan Repayment,PMT-02042
JUTEM-01698,4200.0,2025-06-26,cash,Loan Repayment,PMT-02043
JUTEM-01699,2160.0,2025-07-26,cash,Loan Repayment,PMT-02044
JUTEM-01700,1272.0,2025-08-26,cash,Loan Repayment,PMT-02045
JUTEM-01701,5900.0,2025-10-26,cash,Loan Repayment,PMT-02046
JUTEM-01702,2610.07,2025-11-26,cash,Loan Repayment,PMT-02047
JUTEM-01702,2535.0,2025-12-26,cash,Loan Repayment,PMT-02048
JUTEM-01703,4680.0,2023-11-24,cash,Loan Repayment,PMT-02049
JUTEM-01704,18000.0,2025-05-25,cash,Loan Repayment,PMT-02050
JUTEM-01704,18000.0,2025-06-25,cash,Loan Repayment,PMT-02051
JUTEM-01704,18000.0,2025-07-25,cash,Loan Repayment,PMT-02052
JUTEM-01704,18000.0,2025-08-25,cash,Loan Repayment,PMT-02053
JUTEM-01704,17850.0,2025-09-25,cash,Loan Repayment,PMT-02054
JUTEM-01704,17850.0,2025-11-25,cash,Loan Repayment,PMT-02055
JUTEM-01705,17850.0,2025-10-24,cash,Loan Repayment,PMT-02056
JUTEM-01705,17850.0,2025-12-24,cash,Loan Repayment,PMT-02057
JUTEM-01705,17850.0,2026-01-24,cash,Loan Repayment,PMT-02058
JUTEM-01705,17850.0,2026-02-24,cash,Loan Repayment,PMT-02059
JUTEM-01706,24000.0,2023-12-22,cash,Loan Repayment,PMT-02060
JUTEM-01707,23520.0,2023-10-22,cash,Loan Repayment,PMT-02061
JUTEM-01708,20250.0,2023-12-02,cash,Loan Repayment,PMT-02062
JUTEM-01708,20250.0,2024-01-02,cash,Loan Repayment,PMT-02063
JUTEM-01709,19750.0,2024-01-30,cash,Loan Repayment,PMT-02064
JUTEM-01709,19750.0,2024-03-30,cash,Loan Repayment,PMT-02065
JUTEM-01709,19750.0,2024-04-30,cash,Loan Repayment,PMT-02066
JUTEM-01710,19750.0,2024-02-28,cash,Loan Repayment,PMT-02067
JUTEM-01711,24150.0,2024-10-15,cash,Loan Repayment,PMT-02068
JUTEM-01713,3125.0,2022-11-17,cash,Loan Repayment,PMT-02069
JUTEM-01714,4880.0,2023-09-30,cash,Loan Repayment,PMT-02070
JUTEM-01715,7800.0,2023-10-27,cash,Loan Repayment,PMT-02071
JUTEM-01715,7800.0,2023-11-27,cash,Loan Repayment,PMT-02072
JUTEM-01715,7800.0,2023-12-27,cash,Loan Repayment,PMT-02073
JUTEM-01715,7800.0,2024-01-27,cash,Loan Repayment,PMT-02074
JUTEM-01716,3050.0,2024-03-26,cash,Loan Repayment,PMT-02075
JUTEM-01716,3050.0,2024-05-26,cash,Loan Repayment,PMT-02076
JUTEM-01717,6000.0,2025-08-20,cash,Loan Repayment,PMT-02077
JUTEM-01718,6000.0,2025-06-21,cash,Loan Repayment,PMT-02078
JUTEM-01718,6000.0,2025-07-21,cash,Loan Repayment,PMT-02079
JUTEM-01718,6000.0,2025-10-21,cash,Loan Repayment,PMT-02080
JUTEM-01718,6000.0,2025-11-21,cash,Loan Repayment,PMT-02081
JUTEM-01718,6000.0,2025-12-21,cash,Loan Repayment,PMT-02082
JUTEM-01718,6000.0,2026-01-21,cash,Loan Repayment,PMT-02083
JUTEM-01718,5950.0,2026-02-21,cash,Loan Repayment,PMT-02084
JUTEM-01719,4800.0,2025-09-21,cash,Loan Repayment,PMT-02085
JUTEM-01720,62212.5,2025-01-18,cash,Loan Repayment,PMT-02086
JUTEM-01721,56250.0,2025-01-30,cash,Loan Repayment,PMT-02087
JUTEM-01722,2400.0,2023-10-28,cash,Loan Repayment,PMT-02088
JUTEM-01723,1250.0,2023-12-19,cash,Loan Repayment,PMT-02089
JUTEM-01724,6750.0,2022-08-28,cash,Loan Repayment,PMT-02090
JUTEM-01725,8400.0,2023-03-07,cash,Loan Repayment,PMT-02091
JUTEM-01725,8750.0,2023-05-07,cash,Loan Repayment,PMT-02092
JUTEM-01726,9999.75,2023-12-24,cash,Loan Repayment,PMT-02093
JUTEM-01726,9999.75,2024-01-24,cash,Loan Repayment,PMT-02094
JUTEM-01726,9999.75,2024-02-24,cash,Loan Repayment,PMT-02095
JUTEM-01728,3000.0,2024-01-28,cash,Loan Repayment,PMT-02096
JUTEM-01729,1200.0,2024-02-28,cash,Loan Repayment,PMT-02097
JUTEM-01731,14400.0,2024-08-26,cash,Loan Repayment,PMT-02098
JUTEM-01732,6600.0,2025-01-25,cash,Loan Repayment,PMT-02099
JUTEM-01732,6600.0,2025-02-25,cash,Loan Repayment,PMT-02100
JUTEM-01733,1699.95,2025-02-27,cash,Loan Repayment,PMT-02101
JUTEM-01734,2400.0,2025-04-21,cash,Loan Repayment,PMT-02102
JUTEM-01735,3600.0,2025-05-28,cash,Loan Repayment,PMT-02103
JUTEM-01735,3600.0,2025-06-28,cash,Loan Repayment,PMT-02104
JUTEM-01735,3510.0,2026-01-28,cash,Loan Repayment,PMT-02105
JUTEM-01736,2400.0,2025-07-27,cash,Loan Repayment,PMT-02106
JUTEM-01736,2360.0,2025-11-27,cash,Loan Repayment,PMT-02107
JUTEM-01737,23600.0,2025-03-13,cash,Loan Repayment,PMT-02108
JUTEM-01738,17700.0,2025-04-13,cash,Loan Repayment,PMT-02109
JUTEM-01739,5900.0,2025-05-13,cash,Loan Repayment,PMT-02110
JUTEM-01739,5900.0,2025-06-13,cash,Loan Repayment,PMT-02111
JUTEM-01740,11300.0,2025-08-10,cash,Loan Repayment,PMT-02112
JUTEM-01740,11900.0,2025-09-10,cash,Loan Repayment,PMT-02113
JUTEM-01740,11900.0,2025-10-10,cash,Loan Repayment,PMT-02114
JUTEM-01741,5950.0,2025-11-10,cash,Loan Repayment,PMT-02115
JUTEM-01741,5950.0,2025-12-10,cash,Loan Repayment,PMT-02116
JUTEM-01742,11800.0,2026-01-22,cash,Loan Repayment,PMT-02117
JUTEM-01743,5500.0,2026-01-18,cash,Loan Repayment,PMT-02118
JUTEM-01744,16950.0,2026-02-03,cash,Loan Repayment,PMT-02119
JUTEM-01747,36300.0,2024-07-13,cash,Loan Repayment,PMT-02120
JUTEM-01748,36663.0,2024-08-13,cash,Loan Repayment,PMT-02121
JUTEM-01749,7260.0,2025-01-24,cash,Loan Repayment,PMT-02122
JUTEM-01749,7200.0,2025-08-24,cash,Loan Repayment,PMT-02123
JUTEM-01749,7200.0,2025-09-24,cash,Loan Repayment,PMT-02124
JUTEM-01749,7140.0,2025-10-24,cash,Loan Repayment,PMT-02125
JUTEM-01750,6000.0,2025-05-15,cash,Loan Repayment,PMT-02126
JUTEM-01751,3600.0,2025-06-15,cash,Loan Repayment,PMT-02127
JUTEM-01752,4720.0,2025-11-24,cash,Loan Repayment,PMT-02128
JUTEM-01753,2380.0,2025-12-24,cash,Loan Repayment,PMT-02129
JUTEM-01754,12500.0,2026-01-25,cash,Loan Repayment,PMT-02130
JUTEM-01755,11900.0,2026-02-23,cash,Loan Repayment,PMT-02131
JUTEM-01758,3450.0,2025-11-25,cash,Loan Repayment,PMT-02132
JUTEM-01759,6000.0,2025-12-25,cash,Loan Repayment,PMT-02133
JUTEM-01760,5750.0,2026-01-10,cash,Loan Repayment,PMT-02134
JUTEM-01761,11900.0,2026-02-27,cash,Loan Repayment,PMT-02135
JUTEM-01762,78000.0,2022-10-30,cash,Loan Repayment,PMT-02136
JUTEM-01763,9666.0,2024-10-30,cash,Loan Repayment,PMT-02137
JUTEM-01764,11108.42,2024-11-30,cash,Loan Repayment,PMT-02138
JUTEM-01764,11108.42,2024-12-30,cash,Loan Repayment,PMT-02139
JUTEM-01764,11108.42,2025-01-30,cash,Loan Repayment,PMT-02140
JUTEM-01765,3750.0,2021-11-06,cash,Loan Repayment,PMT-02141
JUTEM-01766,3750.0,2021-09-30,cash,Loan Repayment,PMT-02142
JUTEM-01767,7500.0,2021-11-01,cash,Loan Repayment,PMT-02143
JUTEM-01768,6250.0,2022-01-26,cash,Loan Repayment,PMT-02144
JUTEM-01769,7500.0,2022-03-16,cash,Loan Repayment,PMT-02145
JUTEM-01770,5625.0,2022-04-16,cash,Loan Repayment,PMT-02146
JUTEM-01770,5625.0,2023-04-16,cash,Loan Repayment,PMT-02147
